name,addr.street,addr.city,addr.state,addr.postcode,@lat,@lon,image
Borchard Community Park,190 North Reino Road,Thousand Oaks,CA,91320,34.1807679,-118.9506812,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQaTBraBwMjvc9Nlxknqg-HYRVjAnHz4rYOQuevnz4WwVdEQ9RlIlwYv-deB-tJv766VW1Nq7-i__xOO_4pPcYW-xILdWa28OqiotVJZGUZrUIwmzvqsEDDBYx6GWGVRQn1D1AxTkVEzVQ96eQB-Uc8SUbfHYl59lT1fl2iUl9lG1incDfvZ3s5d_voGCrchO9Byuc3Mb_TNzgH8_hzWk7Brpaq2bdEkCXyslwweRDQ51zku8goyJxZ9JlzBS59lmipNeS9iU0ODk9lZw2L0E7JM0EvQp5BkhIrrJA79jdCSQQirB2W1wCzYPRGgvyKmtfJOhi1BHDYNjl2J0oeM04niVRsg54ikvzLTtC43JTLiRDflhzxQRoRGPicLF_xOFvReNUtPAu5UVeRR6ZrfkHnG5baWhPqW4KHIxxmlkoQD2yBarx9JqFQCe5S0EPAVgVSgoE3EWzr7orERJuQcinL1cltmgG-Pxm2VFg1tejAa_XSn8qCb8AR_0jwgMW6t5EQ2n2K_WtjDoEPsU4gYJVYE-SoonlYAlRlBMtLXmneZN7XG4iN8LwH7rJBbWSs7Bgx1FA1c9WW78_z12DkvSm9NxDaeaW5iwkA3l2YRfPgqZTUB37tpbnYch1y9ZsN&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Rancho Simi Pickleball Courts,,Simi Valley,CA,93065,34.2652331,-118.762172,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNR1qlzW2v47ffqmFKTLg24pnCxGNHHVYdRSCFM8sTL0gGB4GfoM9od054Zgj50BUvyHmzsbkTKUJaP61aF9civB9OxPFV-j2cbt3qbOB57fiY2fLgoku5VfjAl4scewAyPDMecLfuNdR1eifRbz7VmATC0OmqaOE4AwT79bCbur1G6hW3gEYSAvSOzvYZW4jD7_GCqSGGNvB8CKA_iIeeNg122jIwlKPzGDtu7lyJ7uJXqNTX4e5HXqmoSpVq5pkDNud0ttAJiWMxaaDSCpInAPKH7IzPIZDOWxaF3EQJiUZsco5qWZlWLjwx2gJu1cOSs3KlTD8ejlHMNn25wFnWOJFgqYOGqEgBuzeW5CwAxGgLUrPzV9JsYFohHparhwFc1EeVBeSs8jyLAeTSuFCTbSxPuePar8r6tAvaqqKmzf9Jg3UX_hPzH3FatcGHFplv-1hB6enRAOQp-1YH83YqQbixZO_bqKhbrnwyq1xKsTDqfxqg0tQ5IOSCCm2EUpXvhyyq4i7jvFL4b_U66-uwrZM4LE6GbJrK6iAzC12SQcXTEyKrsXRdpkNjpTOVe3eCgXupjG5uwAT9KZkymxUz6_7Wut_-72luUWL3hkiHSM0l5vUpodBZ77JD1EhELY4PvD3Q&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Camino Real Tennis Center,Fairfield Circle,Ventura,CA,93003,34.2694312,-119.2340761,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQBdekOElHko3Gr1rAbAF9kq1TBKzjFKxlQsHwpnP6BuZU3YXv1LECXXMDoMEwIUkcAOGU8fZkUdyzaUVz_NxRZ1J9aFQHX5V2gPvy_5Lon4ir_3ly9q_X2cNutkyeaxlAsiXAz18VYxDVnTl-VydOAGmmizdKZWiCVCso0uXAX4s0n6zTqOdybJ2ADLbQJ2jHnqD5_ko5p2cBDQS9dgKvRBpK5EtUibr2Zdm31hK8VDOA8Vdc2wcHn-6GZn3bjR66PCD8xPGj43hHA-GD6DIMT4D7JdJ3PfliaXMGAm0olj2eu7tZWkjEgBAVz_lDHJ71nmA1_phj5_rVAkA30K01hpRimTAE0rwbybqnLPBQeV_OALQmS34DYz-kGYJYPKivGjY3UuqF1pjlvXOb4y2BzaS_jnvf96XG_pqd3JdQOw-ALmcSQFGm7SJyLEAiea0in_yHPaXWGTCevGSP33cUnSmkQ7afEM1K-SeRKKcLoXxAdA2W06LrihoNL5pr89XrGAhaZJhwqjdzi-7aikMH0kP3KPw2PCx-NnHQoNGAbtenJG3cJUwi4s66iGTKkm0tXiJxS3RchbwYuZGDWCcaSw5ENxy_z-9M2XyAkmTBiOZl2FfAOydO5iVSayV6CJirREA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Pickleball Court - Juanamaria,104 Livermore Avenue,Ventura,CA,93004,34.2835067,-119.1917253,
Riverpark,North Oxnard Boulevard,Oxnard,CA,93036,34.2471226,-119.1747051,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTtzaIAMsK8xIIX67yyxl2_y-rUAZkhn3-hB4v3I_AfC8MbFLKL6HvmgbtqMgxD7TUCkzhDBXS1RtbQ5Cp1712_RqS1FfM0met_y9V8eKpLtwKIG0VuVrbjosVLdzEHpIuyerzv_DtEoyiD5XVRtLqHNXV0k8AW3ztpd5SyX1ONIDBCVes0U4Q101ij7g_thryuc0bYlNYDhJo9EPx0zAaMji_uk9aBiec3pw7OZj1pD3iT3zeIHTbp9VPfZZ9CPf71EewzZNL0gAVjGXosLccRpxlUnn7wIKk9WBWsnBHrTx3bDqmWuF3L7863tDtHKETcHWjUPoJEuqs4PtZ1UF0w4FDlW56q07x-00uX_lmW4M_fk0KZZiCoWnOpqIWrP7TJUc0-72ZbTm3eHhZKMJydVazGV2d0fliUPlBBvriLRZOOu3SMG1pBb0erMN21mHhbqYEAIxF1suF-qMqKjR5xSz3yofc5wCwtVIA1ZaBqPh0_bp8E0o_9FgkK8SeymzmZq1_56zK3WnEUHn0BlkOJ9rjSKUJeNop8klnUAtYG_UrLtmr9_dnez_pCT98mCUYt-2mIvbz34Hj31sm3Hf-ny6CU9jtE5B2311W-0In64qnoYO1OD-Athz5jtn0F-nZ-HcMBjK5f9KJjLoeXPOZkPjU&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Springville Hills Tennis Courts,716 Camino Tierra Santa,Camarillo,CA,93010,34.2253378,-119.0867547,
Valle Lindo Park,889 Aileen Street,Camarillo,CA,93010,34.226612,-119.057993,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTFj3S56P9QG-Iirbw4eBeVXvTKRvtk2kj5TKdIUzBJajhpBSTewQiwxeyTh1KVgVYC7ZJ89HtdBgv3_6U-iokE5xcDpbKjPK7b-_KVswJigstxEYz-1S1frRwn8ugXGbM_o7MB0U5-P7j34Dct8W1tDVpwKOtNI3nTP5KvN2_bNS8mW5JifkbxGZwoIMgm7MrfEL7zkemvD2iUcncYF0ak-RSvITJ03YcUS51cFG6DvQrztAQjAQtPKRYDGIT_U2FKQRNpV6i0IXd1ZFj5NQyZN-d4zyJS26exev_aVZ_45NQ8cogEAmZaYbSHxd7VD6MEF8tlqk4&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Pitts Ranch Park,1400 Flynn Road,Camarillo,CA,93012,34.2313231,-119.0118986,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNThHO_UoXHySdxHYgZWheedy8Lwy_uwbzNWkCCPO4-uGgyjRwQOnh8F-VraUDFZ_J4bbmEi3P1X8qyrLakDHXRY2xqLyRd-b5boHuUkEnq8lUp-W_UHGs3BfcFLu0SSeL5MKX9b1Md2E8zxJyfJXU6bqTRXURrwyj8u9cX2EtjV4meHoI0pn-CF0z6HMyoisqno980hC3h68Ts8ilcSNA07BBXzET2I5lSxokMbpMtN5HYDocQ81n2-swustmUIsb7A9sU-ntWIGQH0iW4lws-uM7Q4UPv_f5b9LlVQYjNHPjqW2VlAhclX9B3ONPQMYtX1tPpee5w&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Tierra Rejada Pickleball Courts,12055 River Grove Court,Moorpark,CA,93021,34.2673535,-118.8939461,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTfOroIKgRhgbuZYP7WjAldT9c_U9Yoiqkxt0VcdlCdVvJdUfqrj2gZg0_Ew1art0zFESWRYAMZRGieZlaBC1xdCtSEaHz-Wq-5PhGH7rowzc8TDGGc1GsflwfnSgr05eC8hJ-b0K70dFulI9T4GqANBpMJr_DRks7EYT15geNxBtMBedQFg27ism3A0Wuy05RsquEoyNjLeG1sVW6h-ibDlKuxB0O4IeZIFSgbuY3UgWpwsmygNZmtuJy-zMbnSXcgNROby_xDKvbc-xsXmD4hsKUPIYd-qaN10SGo0GHTrnHnngJ9Dg_oZwVnN1pM4VzegJKKHQL5Zy87q7i-1kynPK38jeanxcuJ7pDIrTNp21PHoYGLXXyDPl2uerhy_Txzf70pQTYJitME7Of4wr8BxaKtbPuWrup-ucR3jm_6nHC0yP4aOt7fcOy5XJpqyqUC2l0LhKHii_ucITo-VlH-heRSA6eLJNhKtRY8PxExod7MeJCrG8oO8WFUp0Hw95QoqKenXADajkwiPbVOz0YGrr2ZkJrZW-U8NoDQWFps2_Rlb3QRpJljAE60sVIkdr0dUbt5ApYhCtWKTrLpNChBYy7yt69t-ZijI54k5ZkUb_98Gs18NpmWbqrBA6VcSFYZGg&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Rancho Simi Community Park Tennis Courts,,Simi Valley,CA,93065,34.2650398,-118.7621386,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQcrMr1Lba0g1SG13KHDoCohYA_0s8KoYW170CHcrVptCsiX6AcPJYGdkVLlTVTt0M9AHtQxt4H-DSRWpvS3yArF4_WG0AFnRMr1jDxXJbWo5OMv31MoSgj3m_u1HIKfDbhzoKkjP90Z5_jHjuW-Y6hK5WRBuvckNFKNbBtat_ae0hV9mnGt6cZxnL8fJnwLA43cNV-9GCUN4XmXNWbNWAULjB_HsvrEGmZOQNjA63aYn9syiP8f2lFS6p_a7HFzqKffTt1JsBxdIznoiNBgGhalH_ZzGwPUZjFC5g3Vp5VbcEFUsWhcTzrgqFGIrNDuNdoIsdddG6vnlJ1xdgRZsnmJ9W4xyLLPW7dMCbtQEb3fkl6pL9eTdKBvs82my8hnJ7wM9ThNEPCgqsO-vRw9beGSWx_4FyC81tU0eho7gGWDRFPXJJydMU7gKLqofdH9lAjiXuuSChRglDq1ioYsexF-gYcMPIUvR5YbQ2lV_kAF0UbBD-ve_gAjs1cHGtYsN9d9ml6BRnqad761_8T2cxROIjds8nVltOD7yqh4nQ63xdEQ0vskhu7wZNHEDjOgMW2gOuLYW0akYNrlyYVtdRvo50QmpRB_UhqOMZcMbjrosqx_zGic5B-B8wdHZQ-zeVIYA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Camino Real Park,,Ventura,CA,93003,34.2675864,-119.235928,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTuRzloCsa0_YmBjxUc0Mj_9abW4YHYyT3bGe9NTII5zRgrCLEnsrXYJSlFvjMnMbk3Ofv8PN4O_Gje8HvmkvgOLVcsaf-_0EFTvWaxGBepqXV5fXnxtJzs_kM4FqWdT9yMtEeSyiwmsohy-TXxRKX9cK6WW8dxo-FGBZJPgytl6z3_WbRXM17aU1XssY0KhIQ7aA4ogp1qpj6eOVR0K-f5g_sU6XODKqD29XDEry3t5TBqR43HdMGIiu2FAsHdKYjMEF53gODqjCsQQ2i5s7ZlmlKuP6uYB72GQHcms4Q5tyUoUxylHebCJ1gRwuF1izQy-xrFNpbsjYPSZsZxhm9HrcQSXlepv1yLmsyjHClYish8uN3Sq2TU1bQMTB15bFeZSKuvYqNqDNIaGqidjlp4c5yNWbQp6fwiayLzKHAnuh9wgG1SXyCc72VxIGwp5Tx-yxowkhXINCVvN0Mlrp0hzYSglaSCH9hUNpCbSGu9oZvelAvXV7q-YJ_6HmVcydyF4YDxQqI06fSfj6HhsZDHLGs-CwDlHzaMPk41ESt-UE-BGaQSUFPEc2nrc9f9Zzu6Mn_85tq7YvoHQIPzYQ9vXlwzIEs6KaTY9ozrxA3PqAfIzAiMbQ6z19wNkYCyCk1n5g&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Crescent Park,3475 North Oxnard Boulevard,Oxnard,CA,93036,34.2516843,-119.1710753,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTfH_v5mQLLZ0nZE_-1gH36iH1J1_V6xRSWAxTU92BAl2afQs7ZxagPzOBXIQWfG-4P3EAkMFueB9qrNaQHBlU9j5YS_bWVYXWl4Gc_PQ5nXWstLOoXYFlzYttJwhG8B6z68NbJ3oyzbjQZuhlslGoKac2FO31XjY92cPex5F6Ku0u3CHPh85lOExd4v3ugNPSAqZL8A3cExCa0lRGb_tbFwag05fYxFh9DQC3OKpz7-PItd0CZXvRbcmKRGPkoKa6v1KKWgbjcyp2yL_UgVSS3bqtDz7Zqoooo7QDXqmMVF_cPEhcyLU0gCC_LQACxEcdWgQClyXAr56GIskS_UkvV_xl5Qoy_S54CLpUHecLKQEjuqdvACcqj3-7Cx2LxWeO1XHGQz6dMyUWWLjZwPtmGuhw9Gd6KK2_GFScbtZ4Txnt43zBVobfaRVGUpm_3yZLbCl1iR-T3BDFAoDHi2gRr7mKEk27Bttf4Y8mFpzm7vCBMjGaGO-tbi0cHtDpBgSUJzT9YqAdq2ZfrEUAHvMmfwbW-dzZ9IZUzE0opnx20PsTeMPlYiwOX6Q6p68EPj_MbligCUzvwn12Xu93Hb4kLXlDkuorfpMKQLFyaK-k-kTYcVSDh-kXGLjjOwtYjAU7J0tUf&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
West Park,450 West Harrison Avenue,Ventura,CA,93001,34.2870734,-119.3051944,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQb8g0N3SE4CVoHoWVi87H_YvNWgxhyXGPO3cWu4OCHm3XLT2I1poT5uTNX-EDkUWCS1yLYuU_toKxusZ0P_ZhBiXxa373WKeZER_sIWCj99_aynAGImlQKWM7PJhdskxOU6TWXts1MMp_E_FdcRiXTDieBAaFc9lNRYUThVyoigZQ8n9LD8Vjw1DAZIyYD8diDIVxH7VnonSO6SyqPte1mmlhRYlVqpkrTWQ9cIePJW3x1kWC3zIITnV_pOXO_KChprvBYO_FebAuFAbF3n_M60Ao48A1scEoPoby1OZ7SUAWgaBelihlXQy82k1FvlFXVIHzg38gcnoPDK_ZoYdJnLxesf-xJGLge--b9yZO_Amsqo2KWFIkFkJQZ6Yv6J8Y4CcNdVLK8N4iauLMQR3fgCyKUnHtGNzh5WuvKIOUYi6INvdtPStfJRimBsFZv2ou2msn_EGKgMmIwIxtesG7IclGX_jdT54XWIdztNvtBwPqA10C_FLFlnIS_GfgLnAO7tHO7npDM2ZnCC33hR9cw9OEZ1ULmBF15vsBkEUpN6Lp3jUITFQLB3-HfyCgouQZbjE3u3lfHr8T_7PVXCuP56RqNWKCIVyTvmbFKkWDKx6f3q3s7Pvys1Oql9Jt-n2b46Q&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Rancho Tapo Community Park basketball courts,,Simi Valley,CA,93063,34.2879943,-118.7257461,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRfAkmoIoltl7xKnk-upQf_V5tIE76dAMtgsi2TW4F7AfPhmrRagzxRU8wlPCsszbkBfLFfQAsZIK1NBNlR119BkGq3Fr9TBsSo4qrlBCPSoSV5C3xKHQBYz80tjKMRcP5R_-uBZKp-et0t4tsQKyI7XrFLYWTJkEn_a2TiRCofzca1hut7_EsxbGujpUX29qMT_uxZNTEBXZZRnMlAhIbxSa8bw9ndpPJj1QzL5ga7SRDgHONSYs-669oOclROUG7-mmt16QNLxlLxkwgY2k6QmmTmMom-yhZXRHJu573Ets2TONk8BrCMzYJVx4lLhWyMwSckpUfdUxvL9UA39K2Bl36zIZ8a7ZckvxnKFhQqX6SifdEkYYvUmaosS4M6rAhG1hBj3QzY3ggrzFOn-2W36CkkbvWrGmryi20PKF20joZpbHB7NGDtryuruSfLHhqKBK-q_uvvbiSqzAe4RALgJvn69PD4m8y5X3FqwsHqaape-SmDN_qavxHu0t9j0P_024nD2tDbZKoV1ZgC4NtIYdFYkxafdZGX_Ft-zy-PiYh1cCG0_2pJlKlq9yWWpH6XuOuAJF4H_o-sl9cgOMBsmJ8hzrAsOEoJHDBMuJQHHRN5Aui-I0w3N96zX-_pnBwygtGg&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Rancho Simi Recreation & Park,556 Lake Park Drive,Simi Valley,CA,93065,34.2482174,-118.8088359,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQ91IZCz6KTkldcjIKQub4FbFZFogDyGX2GhmR8my_buQpNyh2HjYZuOSqI5QOA-xtEAdkh3TN28qhhLby_11TeOJJ6BTBZ8uZBPhdEM5weovGOY4tEo084z1CSUGVl7VF4t1Z5nZJeSypXUVbJlWvaRJ1BXbnBP7W-PMm8NxRts1Wqg9w9gxkXjMmspc1Eg3N4SNyOfYVLa1ObNntlMCHv0irNavXZWyomf7cWxyYPdntE1BQsAdTJZJDkSyoGrDSWiQbncPnRpqFzCyJECLGrplttx5IU_OWcpNI9_Kn81FAG_o7QBTeEYEVV6-8jbQ1OypQs9ZHFIClUXKHcq_fEsgRO3V7rVYHS-BSxBI5Gc_5oh7sV4s0W4YXLg4XI54QFsq4NANshnwqAIitW4Q0ij4kIJjYWj5Y9wbt_4UjitIXAqv_hszCPnvd-DRvX4YBnzVmDHRz58cQWrIhr9QX-hUcEouE64e7TDT08ash4n8JxluajMQ5fL9G8ch56fbgn14fvddGnkzHPtXmbNaHUmNS-ubrQKSkzIhQuaI4NruOz0paoI9wWi65cqDl7EqAOTKfYenQCQU7MM0P4kvXXYABZOQGKsuH3Jj5SWt5sosXHdgxV15D-aUbTIcg8AIpNDg&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Rancho Madera Community Park,556 Lake Park Drive,Simi Valley,CA,93065,34.2475635,-118.8094252,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTHM4OKdGyE4inGM6I1UyyqXjaRGzVL6-Ju5doTSgG_W00eXW7cNB0GNViBgOodOMCguOXUzCJxJsMsaADjPfSePY1KxbNpy1CCzRjPDlJiBCcoL4Gm8RVOXUOXuGQRzOwgRoakL0Hqflx2Z-nSTdbngMIMKKWrVz90lvS4vkqw-8je7pN-6e4xQ5JLdg5FYjbP18tpOZT-WHRAO-V_5S0nRrw5ttv_AZO_6c_eNiX94tuVJWj29Zc-tBi3pvNivtV5uUnayQG3UToXlJqOf7l7y3Wss_0cSBW66hnkhiTCKQ_kvml0rDOQZk-ddjbN76uoSDV9ny_rUUJ1wKyFuaENSswW3UKqGMK176R89TXG842QgSIVUCuLhxDN6-f8jREWX_jI8EhJdc3v7K6eZk31LpePXiUQD59ggDNesr-BT2ke2G2u4US6iHf-oohusOKFksQIfjo0I4BU7fzbYz0g84cwVGo0Opv8oI6zzgRyaDE29f3EWJtYEwImm2wOL4YCdNnYP450SdT7XSGF3ZTsVvx-Hm0rEHVmy2eLNIJ4kai2YZ91hhF1D8dOCqro4XA4EHpZbHOesPJblbSvSS3R_Rb8ho1O5wgJnsoPExEFltXiocEoTSGFDF1POsw8bx9dHef1&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Thousand Oaks Community Park,2525 Moorpark Road,Thousand Oaks,CA,91360,34.2136482,-118.8720925,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQYLp9n7a1S-uf7cYYkek-VMexAximQFnX94UBBrDu4KU39VTF96KIhL0E2d4WcTtJKvmwAXVxcG7eMknfzQ0WGZUfdUxTVaO2GKHDgnY8nHDiXgAJcXart_SmFe-Hxw3JwdcM27_UgYZfXvxOf8eaaWpW4dNwK2HQiTfuop2AFpqQvK_ir8b1smRtnUdeZeqpHYXM9z5sONRVMMBYnUiH2Cy8A8j2rG9c9zHUutEYXjJQmyWE32yJsjYCnmTOXY_f2oQkhpEfos2l3zbdtxmG5i0kGgfvvZeFJSy3bvji_94DzadkaFB5ydOw5dDaPN5VCE1vdxq-juTVs5yrJKF1rvQk5wPh_e1K-c0P7IT7sHql2wI3jm8k-Ek0_9o2eyOo3j2de5AtiWYezbpoBqYKqMrfc3Lgz90OPB-dsX5iykeuJ0b92h0JpNELeIOhjnIy4OUwIQaJ2nZ4iMeZ354Vm4QJrN_vdkRiz2MC2-JZvHquacxSLIcVFObQTb0EXORyWGdAyGec0dWsMxBLqjRczu0xUXXJM_HZHv5AVVQsq7RQliPC2pj8fi-A4zU014ji7GzEGkbpWBWZ_Oh_YkCfs8kBgiyMpxGSbHX0wwMRLAiC8BZ4iflo5FonwEt9jMT06DQ&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Rancho Tapo Community Park,3700 Avenida Simi,Simi Valley,CA,93063,34.2894639,-118.7232397,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTf4yeh9pq4qWxe7SIQgXrR0S5Xs8l3M0l2JwDk0ZYvmLzH-iExw1TC_BUFgy4DA85L70f7xoKBQdNwRoW7WNx-tQMADIbV63i1e0q5L8DtYibkaR8dj_H0rqK2Naef-HePDGfTzbRqRaYRtKsZBX9_vgWuKSgYKyv-31qD4ULvA84e1OALq5daZSugP7UCFKlcdHuYB__WFOSQ2dgAUd6iBrak5r5Wjkcbiuit2JzbSoK13AERJGSJa-Li6FhM8WKMvLs9KqETx0uCU4BZTYvUb08O7h92_0lM-x9mNxp0VPvGXMddMeXo_-10MOGv_GGcX0l_GsGTbvVBo-9VFG39c6Ubbb3BcR7DsE5v85UYzABvgKRdd0Tks0qN6fM0IhXBdwUEfdngxuxrauH8kJ9ASh5mbcXbqPzTjfUWAACzwNw09iiu_ufT5vMNdPHj3b-Id1t0m7H2G_HBgh2eyqiSHJyyTLfjkMKxCuj972jwWIAXxLlPcPLChPL2kpJRVUjaFnfImOvPGStdVdl6KB8zBuvtSk3oAgMQZGwp8QS3_6ZuvS6Xkpe5VrbqioWKv__C1BUgJrLGBRI-8o4VbqVFS8LwJU1rhdtpZ5Zy2zahnZp6X1mIKXnRHv8&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Mel Vincent Park,668 Calistoga Road,Camarillo,CA,93010,34.222621,-119.0753895,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTL3T7XtSKjtMQobUo_G-kIQFW5FRiEpWgJRvuFvQ7JaWEOSnLuxtNqpFk_XSF4mYQe7iYLDk2M_ma2ilQRm2zsmqT0P_BFHMkretyPkHMJiLbniepNNw83EoefndjnBv_y2C-7O3JJ0jtGSzYSYaF2NfIFXQ176k1cfmZOW9vq8yVfGerEtwfA7qu2_GTxnrFn422_F5MAATOFkNGayKdoRTmitiNXCsu2yE0UISDRgW8yJr8pNndCymIGjxviwbwHJ_pF3F5Wedyhn8mnbanSEBQOvvxzsvvHed2fA8RrHx98QrpwyMI2rDjFdIaUGMYKiZGDoHg&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Barranca Vista Park,7050 Ralston Street,Ventura,CA,93003,34.2611464,-119.1958713,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTDu8R-aNJNlFwN_O6_n_fJWu41R1g_t9FiByOOoYA19EXPYUMSHZlFNdO9QDdMuRqI2R-dMyjFmCaQZ74Wf5uPVLFMF7WhK_NI1OGZOGqitNVTF-HtDd_c8VqPZA8ykZZDec_7vx8j3vS7sYn7kCnZ09fZPZ2Nniv6AnMKbcgXLmgl23EdEfAu0FioRZzLNXsI0N4vPwd6lAP7ZR4UnUfn_gRQ-RZQv_3ECVDsDr59BAPqPAc15aejvs6ou5MXD4IspyawzzBDBAbNFcvw1aM6ecU2ggNibwEyW7PAVwTLllvZ_RGE7PNc5W1Rmbm7GyFRtg2kNaW9jw3lAjD0HubV1yxk3XM7Hcj016AgGD_WJOAVPT1frV3qIjIAz-nNokxLDi3MHnYYcc8aSrW65KT5cwJ9KXcMQzb1d9uSB3SplAsoCmfjSsUlrTjtdaAamlOwNhOTWxOsLJI9WlLGft0oP9pV98rWRESsJ08SwX79ybwpD6ByP4Fjh7qfNzt_Ez1H9orbixwwyYPGkiyAq5H1toiE4TA4h_P5c0F5Q5yfRyKDKsrFfscZt0am-xH1CDF47zZwqMMp-UNWTRMCk3Uz194VoGA-lm5UgbqCF6ze7s5pFK9UVnhFihei7SiLD68fdw&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Dos Vientos Community Park,4801 Borchard Road,Thousand Oaks,CA,91320,34.1762306,-118.9835685,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQad_pgrnPKGr5o1RLxSBrObswGhk9nvXFTcV85YeFH1GI8HG6HNn1rXukQzp-AM1e0HNTQ66ssP-mg58t0nza-e2YT8afY8bMMofFkHIGzee6u6SxNzz5IBOEd983UV4IDaMUIO8YzinJcgUyubYO0DiHoxpgu4VU1AkTptWK0WK9KAiTYSJHa4m7nKGokn9mWuXOWSHEsyiVBf0HD2kNJZd7hPhOSqokRoxRNnnq56MriJGPKTs7vtmPFsC3tQE5a5-U_oifA_-LMuONyIhT5qNHlQbWPjg3dNjJvdkiy-pJ9uEzH0z9PgP2okUTyE9P5dNJ_d8nZGwEy7SrfD6n0gL3mc7h65uP7aFFMd-hbUQmeCCF5nT9jQqEIDlqL0cd2GWHSV3kiC1_9y_0BNBQU__1UOWKw9_7iGDWtfgND3pzs9-8ljVU2NmM5Ah1hic4sgxtTO4C0rz5Za4J2xoDP_5fy27XTFh3-FprDwiTjCVqfYZYgfFaRXAhH8MkSijrGooh46hIV4ml4SyCjzYYOHJt9rjdp1uA045RS86z6SUlVllkQr-VCe_mDCGJdv-0V2aUR_KNFXu7KEZUC21JOrVDH_N7lGIoT2xmZVbKmzRRsrQOuwu45F-NBHrwG4oAgdA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
North Ranch Playfield,952 Rockfield Street,Thousand Oaks,CA,91362,34.1796015,-118.7896997,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTCzLmyhsLPdTIleBH7xq_2YuttRRNUt3a6cribfNNDPyQz7CSLjVgOKBvrVRKUfETnsup0z_4GvybP9Mgh6KNoSHNb1NuhVnOKxxovnXgrdvE9J8WXWJ2KmWLafUO4Gx-czDYJ0KsRjUoM2MG_fIAQjNSCKy9-CRt8DQRUNc9V0dSpp2pnWmts_ParKPefHceUC5aEpwJvxWv3aNbIUmmbnkUEISHm_dF2TB0iWxHYxHG-5iOqO8Hh9sSypbKpMqKEhZNqv0e-43VoqrP3efIavXA5K4X47c-YmEOUTVTaXsMkTJJQJNgBZCdDe9CpjS1yGZsjcuwsYjXM0dair2ubf3jVcijmJGYiyeXM8OvLizoM8PZe6EvH8RxWklg1aJLdwbFJS815CHcwubLt4cRaw4eUhNDrRmSJb4U_IVZBh5cHxjA7MQnmUu1lsXVFw4JJpNCRXZmRKscjh5sLme3PsFlIYWQoDyKbgw-3U-cGFy092304LzH9-04tgJACw3OavJhoMZz8gHTSR-8keMM8Jf_wNSawp1J4KDaq5N7sJOjSIvezp5rap7Y3RUhLPl4HowrgiR3-GegC_-53n82r7JUsqnG5GcvBUE0tnVwEYZcgMUvfwBfHUIBRKoBpCv4xhQ&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
